producto,categoria,precio,Rubro,categoria,,569,electro
CABLE P/TECLADO AT DIN 5M/DIN 5M 1.80MTS,cables,1.74361,001-0030,cables,,,
CABLE P/TECLADO ATX MINI-DIN 6M/6M  1.8 MTS,cables,1.66375,001-0030,cables,,,
CABLE PLANO  IDE 54 CMS.,cables,1.05149,001-0030,cables,,,
CABLE PLANO P/2 DRIVE 1.44,cables,0.51909,001-0030,cables,,,
CABLE PLANO P/2 HD IDE 40 CMS.,cables,0.73205,001-0030,cables,,,
CABLE PLANO P/2 HD IDE 54 CMS.,cables,0.95832,001-0030,cables,,,
CABLE PLANO P/2 HD IDE 90 CMS.,cables,1.38424,001-0030,cables,,,
CABLE PLANO P/2 HD ULTRA66 IDE 40CM,cables,2.11629,001-0030,cables,,,
CABLE PRINTER USB-USB 1.1 A-B 1.8MTS,cables,0.9317,001-0030,cables,,,
CABLE PRISM MICRO USB FOXBOX 2M NEGRO,cables,8.17234,001-0030,cables,,,
CABLE PRISM TYPE-C FOXBOX 2M FUSCIA,cables,8.17234,001-0030,cables,,,
CABLE PRISM TYPE-C FOXBOX 2M NEGRO,cables,8.17234,001-0030,cables,,,
CABLE PRISM TYPE-C FOXBOX 2M VERDE,cables,8.17234,001-0030,cables,,,
CABLE PROGRAMACION V300/V60/T720/T720I,cables,11.93907,001-0030,cables,,,
CABLE ROUND FOXBOX 2M LIGHTNING RED (APPLE),cables,8.58495,001-0030,cables,,,
CABLE S-ATA DATOS 50 CM,cables,0.73205,001-0030,cables,,,
CABLE S-ATA DATOS 50 CM (CON TRABA),cables,0.63888,001-0030,cables,,,
CABLE S-ATA DATOS 50CM MANHATTAN,cables,1.53065,001-0030,cables,,,
CABLE SATA DATOS 20CM,cables,2.16953,001-0030,cables,,,
CABLE SATA DATOS NOGANET 35CM,cables,2.16953,001-0030,cables,,,
CABLE USB A-B: MACHO-MACHO MANHATTAN 1.5M,cables,1.4641,001-0030,cables,,,
CANDADO P/ NOTEBOOK MANHATTAN C/COMBINACION 4 DIG,cables,88.65791,001-0030,cables,,,
CARAGADOR P/AUTO MICRO USB FOXBOX  NEGRO,cables,6.44204,001-0030,cables,,,
CINTA HELICOIDAL DEXSON 15MM 5/8 (X10M) NEGRA,cables,27.89776,001-0030,cables,,,
CINTA HELICOIDAL DEXSON 25MM 1 (X10M) BLANCA,cables,41.74016,001-0030,cables,,,
CINTA HELICOIDAL DEXSON 6MM 1/4 (X10M) BLANCA,cables,8.42523,001-0030,cables,,,
CONECTOR USB  P/GABINETE,cables,2.1879,001-0030,cables,,,
CONECTOR USB+AUDIO+MIC P/GABINETE,cables,3.269695,001-0030,cables,,,
LAMPARA LED SCHNEIDER E. 1.2W CON PANEL SOLAR,cables,95.67228,001-0030,cables,,,
PRECINTO REUTILIZABLE S.E RAPSTRAP X 24 BLANCO,cables,8.07917,001-0030,cables,,,
PRECINTO REUTILIZABLE S.E RAPSTRAP X 24 VERDE,cables,0.77198,001-0030,cables,,,
TORNILLO DE SEGURIDAD C/LLAVE PARA GABINETE,cables,10.99406,001-0030,cables,,,
ZAPATILLA 5 TOMAS TRV CABLE 1.5M BLANCA,cables,10.7811,001-0030,cables,,,
AURICULARES PHILIPS BLUETOOTH TAT2206WT,auriculares,67.253615,001-0032,auriculares,,,
RADIO PORTATIL PHILIPS AE1530 AM/FM,electro,27.88445,001-0032,electro,,,
CINTA CIFRA M310 NEGRO/ROJO PACK X 3,accesorios,3.96638,001-0040,accesorios,,,
BROTHER CINTA 3015 CORRECT SERIE GX X6,impresion,2.91489,001-0050,impresion,,,
CASETE EPSON 7763 COLOR LQ2550/860,impresion,11.81928,001-0050,impresion,,,
CASETE EPSON 8762L LX80 (ERC-17),impresion,0.11979,001-0050,impresion,,,
CASETE EPSON ERC-31B,impresion,3.58039,001-0050,impresion,,,
CASETE EPSON S015073 LX 300 COLOR,impresion,7.75973,001-0050,impresion,,,
CASETE FULLMARK P/EPSON EX 800/1000 N-77,impresion,6.5219,001-0050,impresion,,,
CASETE P/CITIZEN DP600 RN-880PE - FULLMARK,impresion,5.16428,001-0050,impresion,,,
CASETE P/CITIZEN GX/GSX N488BK FULLMARK,impresion,4.44554,001-0050,impresion,,,
CASETE P/EPSON FX-980  N-593BK FULLMARK,impresion,13.78916,001-0050,impresion,,,
CASETE P/EPSON FX1170 FX/LQ 1050 N-478BK -FULLMARK,impresion,5.52365,001-0050,impresion,,,
CASETE P/HASAR 715/STAR SP200/OKIPOS 405 FULLMARK,impresion,3.39405,001-0050,impresion,,,
CINTA LEXMARK 1040995 6400/6412 General Purpose,impresion,1.519375,001-0050,impresion,,,
EPSON CINTA ERC-32B NEGRA P/ TM-U675/H6000,impresion,0.94501,001-0050,impresion,,,
EPSON CINTA S015329 P/FX-890,impresion,6.04274,001-0050,impresion,,,
EPSON CINTA S015631 P/LX-350,impresion,3.0613,001-0050,impresion,,,
ANILLAS ORGANIZADORAS GABITEL SET X 5 UN. (N),electro,27.65818,001-0054,electro,,,
APC 19 ROTATING KEYBOARD DRAWER BLACK,electro,646.90593,001-0054,electro,,,
APC CABLE MANAGEMENT RINGS (QTY. 5 LARGE AND,electro,108.6096,001-0054,electro,,,
APC PART DE PROTEC CABLES P/NETSHELTER 600MM,electro,90.44145,001-0054,electro,,,
APC PIEZAS P/MONT P/NETSHELTER ZERO U,electro,131.22329,001-0054,electro,,,
BANDEJA APC DESLIZ P/TECLADO 17,electro,592.21514,001-0054,electro,,,
Bandeja Gabitel Vent 2U 400 (N),electro,77.3311,001-0054,electro,,,
CANAL DE TENSION GABITEL 10 IRAM C/TERMICA,electro,233.8567,001-0054,electro,,,
CANAL DE TENSION GABITEL 10 IRAM S/TERMICA,electro,188.03037,001-0054,electro,,,
CANAL DE TENSION GABITEL 1U 6T IRAM C/TERMICA,electro,178.36731,001-0054,electro,,,
CANAL DE TENSION GABITEL 1U 6T IRAM S/TERMICA,electro,136.49405,001-0054,electro,,,
CANAL DE TENSION GLC HTAL 5T,electro,78.50238,001-0054,electro,,,
CANAL DE TENSION GLC HTAL 5T C/TERMICA,electro,125.114,001-0054,electro,,,
CANAL DE TENSION GLC VCAL 10T,electro,117.75357,001-0054,electro,,,
CANAL DE TENSION GLC VCAL 10T C/TERMICA,electro,176.63701,001-0054,electro,,,
ESTANTE GABITEL VENT 19` 1U 650MM (N),electro,203.2437,001-0054,electro,,,
ESTANTE GABITEL VENT 19` 1U 800MM (N),electro,324.13843,001-0054,electro,,,
Estante Gabitel Vent reforzado 1U 650mm (N),electro,244.14533,001-0054,electro,,,
FRENTE 3U P/9 TERMICAS BIP (B),electro,52.62774,001-0054,electro,,,
FRENTE GABITEL CIEGO 19` 4U (N),electro,29.02911,001-0054,electro,,,
FRENTE GABITEL CIEGO 19` 6U (N),electro,40.48902,001-0054,electro,,,
"GRUPO FIJACION GABITEL M6, mural (20un)",electro,13.41648,001-0054,electro,,,
GRUPO FIJACION GABITEL M6-10 (50 UN),electro,69.91743,001-0054,electro,,,
"GRUPO FIJACION GABITEL.M6-10,rack(30un)",electro,39.87676,001-0054,electro,,,
"GRUPO FIJACION GABITEL.M6-8,rack(30un)",electro,24.79653,001-0054,electro,,,
KIT DE RUEDAS GABITEL EVO2 1000,electro,271.3909,001-0054,electro,,,
KIT DE RUEDAS GABITEL EVO3/04  600/800/1000,electro,175.99813,001-0054,electro,,,
MODULO GABITEL 3M POUYET ONE CLIC X2 (B) X UNI,electro,4.15272,001-0054,electro,,,
ORGANIZADOR APC 2U HORIZONTAL,electro,103.36546,001-0054,electro,,,
ORGANIZADOR GABITEL 19` 1U SIMPLE (N),electro,19.75204,001-0054,electro,,,
ORGANIZADOR GABITEL 19` 1U SIMPLE (N) Anilla 70mm,electro,28.84277,001-0054,electro,,,
ORGANIZADOR GABITEL 40U C/VELCROS (B) ABIERTO,electro,111.39139,001-0054,electro,,,
ORGANIZADOR GABITEL MIXTO 19` 1U (N),electro,33.36817,001-0054,electro,,,
ORGANIZADOR GLC 19` 1U NEGRO C/TAPA DE CABLES,electro,26.51352,001-0054,electro,,,
ORGANIZADOR GLC 19` 1U NEGRO DE CABLES,electro,18.11491,001-0054,electro,,,
PERISCOPIO GABITEL 4 MODULOS (B) X 24,electro,180.45698,001-0054,electro,,,
PUERTA GABITEL CHAPA 1 HOJA 45U (B) EVO2,electro,134.79037,001-0054,electro,,,
PUERTA GABITEL CHAPA 2 HOJAS 31U (B),electro,114.01346,001-0054,electro,,,
PUERTA GABITEL VIDRIO 1 HOJA 40U (B),electro,130.3049,001-0054,electro,,,
TAPA GABITEL ORG 2U MIXTO (N),electro,9.87602,001-0054,electro,,,
TAPA GABITEL ORG 2U SIMPLE/EMBU (N),electro,9.87602,001-0054,electro,,,
UNIDAD DE VENT TECHO GABITEL 4 TURB (N),electro,470.09589,001-0054,electro,,,
UNIDAD VENTILACION GABITEL MURAL FAN 4`,electro,117.5273,001-0054,electro,,,
UNIDAD VENTILACION GABITEL MURAL FILTRO 4`,electro,43.6568,001-0054,electro,,,
UNIDAD VENTILACION GABITEL REJILLA METALICA 4`,electro,13.0438,001-0054,electro,,,
VENTILACION APC NETSHELTER SX ROOF FAN TRAY208-230,electro,1147.70799,001-0054,electro,,,
ACCESORIO ANGULO EXTERNO MOVIL 70/105�X25U,redes,8.62488,001-0055,redes,,,
BRIDGE SMC EliteConnect WIRELESS 2.4GHz 54Mbps,redes,77.42735,001-0055,redes,,,
BRIDGE SMC EliteConnect� WIRELESS 2.4GHz 11Mbps,redes,45.82435,001-0055,redes,,,
CONEC FIBRA PROCLICK 62M1 OM2 HUBBEL X12 UNIDADES,redes,69.55806,001-0055,redes,,,
CONECTOR FIBRA PROCLICK 50GM HUBBEL X 12 UNIDADES,redes,69.55806,001-0055,redes,,,
CONECTOR FIBRA SC MULTIMODO 2 QUICK HUBBELL X 12,redes,57.61899,001-0055,redes,,,
CUCHILLA P/FIBRA OPTICA HUBBELL MULTI-SINGLEM,redes,126.09597,001-0055,redes,,,
DIVISOR 3 VIAS SPLITTER,redes,70.71603,001-0055,redes,,,
FIBRA OPTICA HUBBELL INTERIOR M-M OM1 12 HILOS,redes,0.7986,001-0055,redes,,,
FIBRA OPTICA HUBBELL INTERIOR M-M OM1 6 HILOS,redes,0.45254,001-0055,redes,,,
FIBRA OPTICA HUBBELL INTERIOR M-M OM4 6 HILOS,redes,1.30438,001-0055,redes,,,
HERRAMIENTA P/PELAR FIBRA OPTICA HUBBELL,redes,23.10616,001-0055,redes,,,
HT ACC. ANGULO INT AI 1821 MARFIL,redes,0.03993,001-0055,redes,,,
HT ACC. CP2735 CURVA PLA 90 MARF BOLSA X 25U,redes,2.84834,001-0055,redes,,,
HT ACC. DERIVACION T  PLANA C/BASE S/SEP X2U,redes,0.77198,001-0055,redes,,,
HT ACCESORIO ANGULO EXTERNO MARFIL BOLSA X 25U,redes,1.10473,001-0055,redes,,,
HT ACCESORIO ANGULO EXTERNO P/18 X 21MM - 25U,redes,1.10473,001-0055,redes,,,
HT ACCESORIO ANGULO EXTERNO P/20 X 10MM - X 25U,redes,1.10473,001-0055,redes,,,
HT ACCESORIO ANGULO EXTERNO PARA C.C 14X7 MARFIL,redes,0.03993,001-0055,redes,,,
HT ACCESORIO ANGULO EXTERNO PARA C.C 27X30 - 25U,redes,2.90158,001-0055,redes,,,
HT ACCESORIO ANGULO EXTERNO PARA C.C 40X30 - 25U,redes,3.36743,001-0055,redes,,,
HT ACCESORIO ANGULO INT P/20 X 10MM X 25U,redes,1.10473,001-0055,redes,,,
HT ACCESORIO ANGULO INTERNO P/14 X 7MM BOLSA X 25U,redes,0.98494,001-0055,redes,,,
HT ACCESORIO ANGULO INTERNO P/40 X 30MM -  X 25U,redes,3.36743,001-0055,redes,,,
HT ACCESORIO ANGULO INTERNO PARA C.C 27X30 - 25U,redes,2.90158,001-0055,redes,,,
HT ACCESORIO BASTIDOR P/FACE PLATE  X 10U,redes,3.1944,001-0055,redes,,,
HT ACCESORIO CODO C/base y tapa.  X 6U,redes,3.96638,001-0055,redes,,,
HT ACCESORIO CURVA PARA PISO CANAL X12,redes,3.95307,001-0055,redes,,,
HT ACCESORIO CURVA PLANA 90�  P/14 X 7MM X 25U,redes,0.98494,001-0055,redes,,,
HT ACCESORIO CURVA PLANA 90�  P/20 X10MM X 25U,redes,1.0648,001-0055,redes,,,
HT ACCESORIO CURVA PLANA 90� P/18X21 -  X25U,redes,1.10473,001-0055,redes,,,
HT ACCESORIO CURVA PLANA 90� P/30 X 40MM - X 25U,redes,3.36743,001-0055,redes,,,
HT ACCESORIO DERIVACION T PLANA C/BASE S/SEP,redes,0.90508,001-0055,redes,,,
HT ACCESORIO MODULO PORTA FACE PLATE,redes,0.62557,001-0055,redes,,,
HT ACCESORIO MODULO PORTA FACE PLATE CON SEPARADOR,redes,1.14466,001-0055,redes,,,
HT ACCESORIO P/UNIC MODULO PORTA BASTIDOR UNIVERS,redes,0.73205,001-0055,redes,,,
HT ACCESORIO PARA MONTAJE CUALQ.T/BASTIDOR,redes,2.7951,001-0055,redes,,,
HT ACCESORIO PLACA SIMPLE SCHUKO BLANCO,redes,0.34606,001-0055,redes,,,
HT ACCESORIO SEPARADOR ESTETICO X 25U,redes,4.41892,001-0055,redes,,,
HT ACCESORIO TAPA FINAL P/27X30 -  X 25U,redes,2.90158,001-0055,redes,,,
HT ACCESORIO TAPA TERMINACION P/20 X 10 MM - X25U,redes,1.0648,001-0055,redes,,,
HT ACCESORIO TAPA TERMINACION P/40 X 30 MM - X 25U,redes,3.36743,001-0055,redes,,,
HT ACCESORIO TAPA TERMINAL X 10U,redes,4.04624,001-0055,redes,,,
HT ACCESORIO UNI ANGULO EXT MOVIL 70/105�,redes,0.50578,001-0055,redes,,,
HT ACCESORIO UNION 12 UNIDADES,redes,3.56708,001-0055,redes,,,
HT ACCESORIO UNION CABLE CANAL 14MM X 7MM  X 25U,redes,0.98494,001-0055,redes,,,
HT ACCESORIO UNION P/20 X 10MM MARF BOLSA X 25U,redes,1.10473,001-0055,redes,,,
HT ACCESORIO UNION P/27X30   -  25U,redes,2.84834,001-0055,redes,,,
HT ACCESORIO UNION P/40 X 30 MM X 25U,redes,3.36743,001-0055,redes,,,
HT ACCESORIO UNION P/75 X 14MM  X4U,redes,0.65219,001-0055,redes,,,
HT ACCESORIO UNION PLANA P/14 X 7 MM X 25U,redes,0.98494,001-0055,redes,,,
HT ACCESORIO UNION T PLANA P/20 X 10 MM X 25U,redes,1.10473,001-0055,redes,,,
HT ACCESORIO UNION T PLANA P/27X30  X 25U,redes,2.72855,001-0055,redes,,,
HT ACCESORIO UNION T PLANA P/40X30  BOLSA X 25U,redes,4.73836,001-0055,redes,,,
HT ACCESORIOS CAJA DE DERIVACION PARA 2 FACEPLATES,redes,1.34431,001-0055,redes,,,
HT ANGULO INTERNO MOVIL,redes,0.67881,001-0055,redes,,,
HT ANGULO INTERNO MOVIL SISTEMA UNIC 100x50MM X25,redes,1.23783,001-0055,redes,,,
HT CABLE CANAL 27X30 MM  MARFIL VARILLA X 2 METROS,redes,0.97163,001-0055,redes,,,
HT CABLE CANAL 40MM X 30MM VARILLA X 2 MTS,redes,0.6655,001-0055,redes,,,
HT CABLECANAL 14X7 MM C/ADHESIVO VARILLA X 2 MET,redes,0.34606,001-0055,redes,,,
HT CABLECANAL 18X21 MM MARFIL STD VARILLA X 2 MTS,redes,0.46585,001-0055,redes,,,
HT CABLECANAL 18X21MM C/ADHESIVO VARILLA X 2 MTRS,redes,0.58564,001-0055,redes,,,
HT CABLECANAL 27X30 MM C/ADHESIVO VARILLA X 2 ME,redes,1.30438,001-0055,redes,,,
HT CABLECANAL MINIC.S/ADH. X TRAMO  X2 METROS,redes,0.27951,001-0055,redes,,,
HT CAJA DERIVACION P/BASTIDORES UNIVERSALES+BASE,redes,0.97163,001-0055,redes,,,
HT CAJA DERIVACION P/FACE PLATE C/BASE MARF,redes,1.15797,001-0055,redes,,,
HT CANAL DE PISO GRIS,redes,5.1909,001-0055,redes,,,
HT CURVA PLANA UNICANAL MARFIL,redes,1.42417,001-0055,redes,,,
HT FACE PLAT.RJ/LUC/CERR.,redes,0.67881,001-0055,redes,,,
HT FACE PLAT.RJ/PAN/ABIE,redes,0.69212,001-0055,redes,,,
HT FACE PLATE DOB. SHUKO,redes,0.30613,001-0055,redes,,,
HT FACE PLATE MARCO ADAPTADOR P/LINEA CAMBRE MARF,redes,0.18634,001-0055,redes,,,
HT FACE PLATE RJ/LUC/ABIE.,redes,0.69212,001-0055,redes,,,
HT FACE PLATE RJ/POU/ABIE,redes,0.69212,001-0055,redes,,,
HT FACE PLATE RJ/POU/CERR.,redes,0.67881,001-0055,redes,,,
HT FACE PLATE RJ/RWD/ABIE,redes,0.69212,001-0055,redes,,,
HT FACE PLATE RJ/RWD/CERR,redes,0.67881,001-0055,redes,,,
HT FACE PLATE SICA MARFIL,redes,0.18634,001-0055,redes,,,
HT FACE PLATE SICA MARFIL,redes,1.25114,001-0055,redes,,,
HT FACE PLATE.ADAP/PLASNAVI,redes,0.18634,001-0055,redes,,,
HT FACE PLATE.ADAPT/JELUZ,redes,0.18634,001-0055,redes,,,
HT FACE PLATE.RJ/AMP/CERR,redes,4.7916,001-0055,redes,,,
HT FACEPLATE TAPA CIEGA,redes,0.2662,001-0055,redes,,,
HT ROSETA 3 MODULOS + MARCO,redes,1.35762,001-0055,redes,,,
HT SEPARADOR UNICANAL PARA UNICANAL 100x50mm,redes,4.55202,001-0055,redes,,,
HT TAPA FINAL DE CANAL 14X7MM COLOR MARFIL X25U,redes,0.98494,001-0055,redes,,,
HT TAPA FINAL MARFIL ALUMINIO X 2U,redes,0.7986,001-0055,redes,,,
HT UNICANAL ACCESORIO UNION X 25U,redes,6.42873,001-0055,redes,,,
HT UNICANAL ZOCALO CANAL 100 X 50MM-VARILLA X2 MTS,redes,3.75342,001-0055,redes,,,
INYECTOR POE PASIVO AIRLIVE,redes,8.93101,001-0055,redes,,,
KEY UPGRADE LENOVO RAID 5 M1200 ZERO CACHE,redes,91.50625,001-0055,redes,,,
KEY UPGRADE LENOVO RAID 5 M5100 ZERO CACHE,redes,113.135,001-0055,redes,,,
P-CORD DE FIBRA OPTICA HUBBELL SC-SC 5M DUPLEX,redes,10.95413,001-0055,redes,,,
P-CORD FIBRA OPTICA HUBBELL M-M OM1 SC-SC DUP 2MTS,redes,9.75623,001-0055,redes,,,
P-CORD FIBRA OPTICA HUBBELL M-M OM1 ST-ST DUP 2MTS,redes,8.82453,001-0055,redes,,,
P-CORD FIBRA OPTICA HUBBELL ST-SC 3 METROS,redes,10.02243,001-0055,redes,,,
P-CORD FIBRA OPTICA HUBBELL STtoST 5 METROS,redes,10.48828,001-0055,redes,,,
"REGLETA PowerStrip 66 Vertical, Rack Mou HUBBELL",redes,173.03,001-0055,redes,,,
ROSETA BOX MONTAJE SUPERFICIAL 2 PUERTOS HUBBELL,redes,0.91839,001-0055,redes,,,
TRANSCEIVER IBM SFP SW 8GB,redes,63.81375,001-0055,redes,,,
UBIQUITI AIRGRID 5M FEED 11X14 GRID REFLECTOR,redes,127.28716,001-0055,redes,,,
UBIQUITI AIRGRID M5 FEED 17X24 GRID REFLECTOR,redes,31.153265,001-0055,redes,,,
UBIQUITI GRID REFLECTOR 11X14 MOUNT.BRACKET,redes,5.25096,001-0055,redes,,,
UBIQUITI GRID REFLECTOR 17X24 MOUNT BRACKET,redes,6.648785,001-0055,redes,,,
UBIQUITI XR2 MINIPCI 802.11B/G 2.4GHZ 600MW,redes,53.40907,001-0055,redes,,,
CASETE OLIVETTI LOGOCART 40/42,impresion,1.78354,001-0060,impresion,,,
CASETE OLIVETTI SLIMCART P/ET 1250/55 CA,impresion,5.84309,001-0060,impresion,,,
CASETE P/BROTHER EM100-200-300/CE 30-50 - FULLMARK,impresion,2.96813,001-0060,impresion,,,
CASETE P/IBM 82 CARBON F-563BK -  FULLMARK,impresion,3.30088,001-0060,impresion,,,
CASETE P/IBM C.6746 CARBON F719 - FULLMARK,impresion,6.98775,001-0060,impresion,,,
CASETE P/OLIVET ETP55 CBON 845B FULLMARK,impresion,2.07636,001-0060,impresion,,,
CARRY DISK IDE/CD ROM PARALELO,accesorios,33.025135,001-0070,accesorios,,,
CD 52X CREATIVE R,accesorios,22.158565,001-0070,accesorios,,,
CD 56X BENQ BOX,accesorios,13.05447,001-0070,accesorios,,,
DRIVE 1.44 SABRENT EXTERNA USB BLACK,accesorios,1.36136,001-0071,accesorios,,,
CONTRO ADAPTEC 29160LP KIT,accesorios,551.86131,001-0100,accesorios,,,
TARJETA HBA IBM 8GB FC EMULEX 2 PUERTOS,accesorios,360.36825,001-0101,accesorios,,,
TARJETA HBA IBM FC 16GB EMULEX 1 PUERTO,accesorios,796.83318,001-0101,accesorios,,,
TARJETA HBA LENOVO 6Gb SAS 1 PUERTO,accesorios,248.42389,001-0101,accesorios,,,
SUQUIA CA AH U$S 002818/0 SUC 032,accesorios,183.85103,001-0110,accesorios,,,
ADAPTADOR 80 A 68 PINES P/SCSI,accesorios,5.49703,001-0131,accesorios,,,
CARRY DISK SSD/HDD ADATA 2.5 SATA USB 3.1,discos,20.578415,001-0134,discos,,,
CARRY DISK SSD/HDD ADATA XPG 2.5 SATA USB 3.1,discos,19.49662,001-0134,discos,,,
HD 10TB SEAGATE  SATA 6GB/S 256MB NAS IRONWOLF,discos,449.406815,001-0134,discos,,,
HD 10TB SEAGATE  SATA 6GB/S 5400 256MB SKYHAWK,discos,465.34202,001-0134,discos,,,
HD 12TB SEAGATE  SATA 6GB/S 5400 256MB SKYHAWK,discos,722.83354,001-0134,discos,,,
HD 12TB SEAGATE SATA 6GB/S 256MB NAS IRONWOLF PRO,discos,674.40802,001-0134,discos,,,
HD 14TB SEAGATE  SATA 6GB/S 7200 256MB SKYHAWK,discos,775.306675,001-0134,discos,,,
HD 16TB SEAGATE  SATA 6GB/S 5400 256MB SKYHAWK,discos,912.512315,001-0134,discos,,,
HD 16TB SEAGATE SATA 6GB/S 256MB NAS IRONWOLF PRO,discos,1101.109295,001-0134,discos,,,
HD 1TB P/NOTEBOOK SEAGATE 2.5 SATA  (OEM),discos,55.79145,001-0134,discos,,,
HD 1TB P/NOTEBOOK TOSHIBA S-ATA (OEM),discos,55.30525,001-0134,discos,,,
HD 1TB P/NOTEBOOK TOSHIBA/SEAGATE/WD SATA (OEM),discos,55.35387,001-0134,discos,,,
HD 1TB P/NOTEBOOK WD S-AT II 5400 8MB CAVIAR(OEM),discos,55.79145,001-0134,discos,,,
HD 1TB SEAGATE  SATA 6GB/S 5900 64MB SKYHAWK,discos,82.957875,001-0134,discos,,,
HD 1TB SEAGATE BARRACUDA S-ATA III 7200 64MB,discos,70.57193,001-0134,discos,,,
HD 1TB TOSHIBA S-ATA III 7200 32MB (OEM),discos,61.2612,001-0134,discos,,,
HD 1TB WESTERN DIGITAL BLUE 3.5 SATA 7200 64MB,discos,65.73424,001-0134,discos,,,
HD 1TB WESTERN DIGITAL PURPLE 3.5 SATA 64MB,discos,81.790995,001-0134,discos,,,
HD 2TB LENOVO 2TB SATA 6GB/S 7200RPM P/SERVER,discos,69.101175,001-0134,discos,,,
HD 2TB SEAGATE  SATA 6GB/S 5900 64MB SKYHAWK,discos,104.41145,001-0134,discos,,,
HD 2TB SEAGATE  SATA 6GB/S 64MB NAS IRONWOLF,discos,151.317595,001-0134,discos,,,
HD 2TB SEAGATE  SATA 6GB/S FIRECUDA - 3.5,discos,185.691935,001-0134,discos,,,
HD 2TB SEAGATE BARRACUDA 3.5 SATA 5900 256MB,discos,99.54945,001-0134,discos,,,
HD 2TB SEAGATE BARRACUDA 3.5 SATA 7200 256MB,discos,99.54945,001-0134,discos,,,
HD 2TB WESTERN DIGITAL BLUE 3.5 SATA 7200,discos,65.05356,001-0134,discos,,,
HD 320 GB P/NOTEBOOK HITACHI  S-ATA 5400  8MB,discos,35.58984,001-0134,discos,,,
HD 320 GB P/NOTEBOOK SAMSUNG S-ATAII 8MB (R),discos,38.33687,001-0134,discos,,,
HD 320 GB P/NOTEBOOK TOSHIBA S-ATA 5400  8MB,discos,38.081615,001-0134,discos,,,
HD 320 GB P/NOTEBOOK WD S-ATA 5400 8M 7MM,discos,37.279385,001-0134,discos,,,
HD 320 GB P/NOTEBOOK WD S-ATA II 8MB (R),discos,37.352315,001-0134,discos,,,
HD 3TB SEAGATE 6GB/S 5900 64MB SKYHAWK,discos,150.43028,001-0134,discos,,,
HD 3TB SEAGATE 6GB/S 64MB NAS IRONWOLF,discos,158.173015,001-0134,discos,,,
HD 4TB SEAGATE BARRACUDA 3.5 SATA 5400 256MB,discos,139.92836,001-0134,discos,,,
HD 4TB SEAGATE SATA 6GB/S 5400 64MB SKYHAWK,discos,175.32372,001-0134,discos,,,
HD 4TB SEAGATE SATA 6GB/S 64MB NAS IRONWOLF,discos,170.230775,001-0134,discos,,,
HD 4TB WESTERN DIGITAL BLUE 3.5 5400 256MB,discos,119.92123,001-0134,discos,,,
HD 500 GB P/NB TOSHIBA 2.5 SATA 16MB 7200RPM,discos,41.0839,001-0134,discos,,,
HD 500 GB P/NB TOSHIBA 2.5 SATA 8MB 5400RPM,discos,41.0839,001-0134,discos,,,
HD 500 GB SEAGATE 2.5 SATA 5400RPM OEM,discos,40.79218,001-0134,discos,,,
HD 6TB SEAGATE  SATA 6GB/S 256MB NAS IRONWOLF,discos,276.96383,001-0134,discos,,,
HD 6TB SEAGATE BARRACUDA 3.5 SATA 5400 256MB,discos,271.214515,001-0134,discos,,,
HD 6TB WESTERN DIGITAL BLUE 3.5 5400 256MB,discos,220.37015,001-0134,discos,,,
HD 8TB SEAGATE  SATA 6GB/S 256MB NAS IRONWOLF,discos,379.06583,001-0134,discos,,,
HD 8TB SEAGATE  SATA 6GB/S 5400 256MB SKYHAWK,discos,374.969595,001-0134,discos,,,
HD 8TB SEAGATE BARRACUDA 3.5 SATA 5400 256MB,discos,364.880945,001-0134,discos,,,
PACK X3 DISCOS SEAGATE ACCION OCTUBRE 2021,discos,2788.928285,001-0134,discos,,,
CD VIRGEN TELTRON 52X ULTRA GREEN BULK 50 UNI,accesorios,0.83853,001-0140,accesorios,,,
DISK IOMEGA ZIP 100MB PC/MAC X3,accesorios,62.11777,001-0150,accesorios,,,
DRIVE  1.44 PERFORMANCE BLACK,accesorios,1.40998,001-0150,accesorios,,,
"DRIVE 1,44  R P/ PLAN MI PC",accesorios,9.52952,001-0150,accesorios,,,
DRIVE 1.44 NOGANET BEIGE,accesorios,1.324895,001-0150,accesorios,,,
DRIVE 1.44 NOGANET BLACK,accesorios,1.981265,001-0150,accesorios,,,
PORTA ZIP IOMEGA X27,accesorios,4.93493,001-0150,accesorios,,,
PORTA ZIP IOMEGA X6,accesorios,3.610035,001-0150,accesorios,,,
ESTABILIZADOR TRV MICROVOLT H 2000,electro,31.177575,001-0160,electro,,,
ESTABILIZADOR TRV MICROVOLT L 1200,electro,28.61287,001-0160,electro,,,
ESTABILIZADOR TRV POWERSAFE 2I RJ-45/11 PORT,electro,35.504755,001-0160,electro,,,
ESTABILIZADOR TRV POWERSAFE GAMER RJ-45/11 PORT,electro,49.750415,001-0160,electro,,,
ESTABILIZADOR TRV POWERSAFE USB RJ-45/11 PORT,electro,40.20874,001-0160,electro,,,
PROTECTOR DE TENSION GRALF CONFIGURABLE,electro,23.87814,001-0160,electro,,,
PROTECTOR DE TENSION GRALF FIJO,electro,19.01999,001-0160,electro,,,
PROTECTOR DE TENSION TRV PROTECH E -AUDIO-TV-,electro,13.12366,001-0160,electro,,,
PROTECTOR DE TENSION TRV PROTECH F -HELADERAS / AI,electro,14.3748,001-0160,electro,,,
