Descripcion,precio final,categoria,,569,electro
TECLADO GAMEMAX KG801 MECANICO RGB USB,116.32335,teclados,,,
TECLADO GENIUS GAMING GX Scorpion K8  SP BLACK,33.18315,teclados,,,
TECLADO GENIUS KB-116 USB BLACK,12.385945,teclados,,,
TECLADO LOGITECH K120 ING USB BLACK ( I ),19.90989,teclados,,,
TECLADO LOGITECH K400 PLUS WIFI TOUCH ( I ),80.36886,teclados,,,
TECLADO MSI VIGOR GK50 LOW PROFILE US,131.7602,teclados,,,
TERMOMETRO DIGITAL INFRAROJO SIN CONTACTO,29.76116,accesorios,,,
TERMOMETRO DIGITAL INFRAROJO SIN CONTACTO,33.84733,accesorios,,,
TESTER PARA REDES GLC RJ45/RJ11,20.60388,cables,,,
TIRA DE LED SMART TP-LINK TAPO L900-10 10MTS,75.09359,electro,,,
TIRA DE LED SMART TP-LINK TAPO L900-5 5MTS,46.77244,electro,,,
"TONER BROTHER TN-1060 1,000 PAG (NEGRO)",57.19307,impresion,,,
"TONER BROTHER TN-2370 2,600 PAG (NEGRO)",89.09714,impresion,,,
"TONER BROTHER TN-319 6,000 PAG (AMARILLO)",168.9039,impresion,,,
"TONER BROTHER TN-319 6,000 PAG (CYAN)",168.9039,impresion,,,
"TONER BROTHER TN-3479 12,000 PAG (NEGRO)",141.07269,impresion,,,
"TONER BROTHER TN-360 2,600 PAG (NEGRO)",123.2506,impresion,,,
"TONER BROTHER TN-419 9,000 PAG (AMARILLO)",209.93863,impresion,,,
"TONER BROTHER TN-419 9,000 PAG (CYAN)",209.93863,impresion,,,
"TONER BROTHER TN-419 9,000 PAG (MAGENTA)",209.93863,impresion,,,
"TONER BROTHER TN-419 9,000 PAG (NEGRO)",114.31959,impresion,,,
"TONER BROTHER TN-750 8,000 PAG (NEGRO)",228.38629,impresion,,,
TONER HP Q7553A P/HP P2014/P2015/M2727,124.32871,impresion,,,
TONER LEXMARK 10S0063 P/E210,75.00185,impresion,,,
TONER LEXMARK 10S0063 P/LEXMARK E-210 RECICLADO,58.11146,impresion,,,
TONER LEXMARK 12018SL P/E120,286.91036,impresion,,,
TONER LEXMARK 12A0825 P/Optra Se 3455,163.93927,impresion,,,
TONER LEXMARK 12A4715 P/T420,325.18992,impresion,,,
TONER LEXMARK 12A5840 OPTRA T610/12/14/6,599.41585,impresion,,,
"TONER LEXMARK 12A6865 P/ T620, T622",291.15625,impresion,,,
TONER LEXMARK 12A7415 T420/D/DN,244.89069,impresion,,,
TONER LEXMARK 15G041C CYAN C752 / C762 / X752 / X7,270.12645,impresion,,,
TONER LEXMARK 15G041M MAGENTA C752 / C762 / X752 /,270.12645,impresion,,,
TONER LEXMARK 15G041Y AMARILLO C752 / C762 / X752,766.09698,impresion,,,
"TONER LEXMARK 24018SL  P/ E230, E232, E330",129.22679,impresion,,,
TONER LEXMARK 34018HL P/ E330/340/342,255.31242,impresion,,,
TONER LEXMARK 64018HL P/ T640/T642/T644,443.66223,impresion,,,
TONER LEXMARK ALTO REND 60F4H00 (604H),436.9673,impresion,,,
TONER LEXMARK AMARILLO 20K1402 C510 S/CAJA,215.18277,impresion,,,
TONER LEXMARK AMARILLO STANDARD 70C80Y0 (708Y),119.43063,impresion,,,
TONER LEXMARK C500H2CG CYAN P/ C500,132.44781,impresion,,,
TONER LEXMARK C500H2KG BLACK P/C500,129.14693,impresion,,,
TONER LEXMARK C500H2KG BLACK P/C500 S/CAJA,129.107,impresion,,,
TONER LEXMARK C500H2MG MAGENTA P/C500,132.44781,impresion,,,
TONER LEXMARK C500H2YG YELLOW P/C500,189.21496,impresion,,,
TONER LEXMARK C500S2MG MAGENTA P/C500(CAJA DA�ADA),54.90375,impresion,,,
TONER LEXMARK C5220MS MAGENTA P/C522/C524/C53x,120.12275,impresion,,,
TONER LEXMARK C534 ALTO REND CYAN,102.42045,impresion,,,
TONER LEXMARK C534 MAGENTA  ALTO REND C5340MX,64.16751,impresion,,,
TONER LEXMARK C544X1CG CYAN XL P/C544,124.74132,impresion,,,
TONER LEXMARK C7700K C77X K HY LRP PC,418.04048,impresion,,,
TONER LEXMARK C780A1CG CYAN C920/935,135.06988,impresion,,,
TONER LEXMARK C780A1YG YELLOW C/920/935,540.2529,impresion,,,
TONER LEXMARK C780H1CG CYAN,173.03,impresion,,,
TONER LEXMARK C782X1CG CYAN,68.21375,impresion,,,
TONER LEXMARK C782X1MG MAGENTA,300.28691,impresion,,,
TONER LEXMARK C782X1YG YELLOW,300.28691,impresion,,,
TONER LEXMARK C930H2KG BLACK,136.4275,impresion,,,
TONER LEXMARK CIAN STANDARD 70C80C0 (708C),119.43063,impresion,,,
TONER LEXMARK CYAN C510 20K1400,182.55996,impresion,,,
TONER LEXMARK E360H11L,540.75868,impresion,,,
TONER LEXMARK E450A11L  P/E450,72.77908,impresion,,,
TONER LEXMARK E450H11L ALTO RENDIMIENTO,437.30005,impresion,,,
TONER LEXMARK NEGRO ALTO REND 52D4H00 (524H),601.85158,impresion,,,
TONER LEXMARK NEGRO STANDARD 70C80K0 (708K),90.88068,impresion,,,
TONER LEXMARK P/T65X T650A11L,253.52888,impresion,,,
TONER LEXMARK REND STANDARD 60F4000 (604),174.69375,impresion,,,
TONER LEXMARK X463H11G,460.60586,impresion,,,
TONER LEXMARK X560 ALTO REND CYAN X560H2CG,234.54882,impresion,,,
TONER LEXMARK X560 ALTO REND NEGRO X560H2KG,173.40268,impresion,,,
TONER LEXMARK X644X11L MFL X644,516.62765,impresion,,,
TONER LEXMARK X651H11L X65X,297.73139,impresion,,,
TONER SAMSUNG CLT-C406S  P/ SL-C410W/SL-C460W CYAN,59.895,impresion,,,
TONER SAMSUNG CLT-C407S P/ CLP-325/320N/3185 CYAN,83.87962,impresion,,,
TONER SAMSUNG CLT-C409S P/ CLP-315 CYAN,89.12376,impresion,,,
TONER SAMSUNG CLT-K506L CLP-680DW/CLX-6260 BLACK,161.03769,impresion,,,
"TONER SAMSUNG CLT-M404S P/SL-C430W, C480W  MAGENTA",79.63373,impresion,,,
TONER SAMSUNG CLT-M406S P/SL-C410W/SL-C460W  MAG,44.92125,impresion,,,
TONER SAMSUNG CLT-M407S P/ CLP -325/320N/3185 MAG,83.87962,impresion,,,
TONER SAMSUNG CLT-M409S P/ CLP -315 MAGENTA,89.12376,impresion,,,
TONER SAMSUNG ML-D4550B/SEE P/ ML 4050N/4551ND,68.99904,impresion,,,
TONER SAMSUNG MLT-D209L P/ SCX-4824FN/ML-2855ND,186.0738,impresion,,,
TONER-CANON NPG10 (COMPATIBLE NP-60),2.62207,impresion,,,
TONER-CANON NPG4 ( NP-6241/4050),2.62207,impresion,,,
TORNILLO DE SEGURIDAD C/LLAVE PARA GABINETE,10.99406,cables,,,
TOUCH PEN CX P/TABLET SMARTPHONE SILVER ALUMINIO,4.54597,accesorios,,,
TRAFO 12V 500MA 2.5 VCC,10.83434,fuentes,,,
TRANSCEIVER Aruba 10G SFP+ LC LR 10km SMF XCVR,2027.733565,accesorios,,,
TRANSCEIVER Aruba 10G SFP+ LC SR 300m MMF XCVR,1026.307425,accesorios,,,
TRANSCEIVER Aruba HPE X120 1G SFP LC LX  (L),1150.264115,accesorios,,,
TRANSCEIVER CISCO SFP-10G-SR=,872.71008,accesorios,,,
TRANSCEIVER GLC 1550NM 1.25Gb/s LC 40km DDM SM,72.47295,cables,,,
TRANSCEIVER HPE Aruba 1G SFP LC LX 10km SMF XCVR,703.48278,accesorios,,,
TRANSCEIVER HPE MSA 2040 8Gb SW FC SFP 4 Pk,34.7633,accesorios,,,
TRANSCEIVER HPE X130 10G XFP LC SR (L),1016.83076,accesorios,,,
TRANSCEIVER HPE X130 SFP+ LC LR (L),2347.56808,accesorios,,,
TRANSCEIVER HPE X130 SFP+ LC SR (L),918.79645,accesorios,,,
TRANSCEIVER IBM SFP SW 8GB,63.81375,redes,,,
TRIPODE GENIUS MINI PARA WEBCAM,10.06236,webcams,,,
TUERCA JAULA Y TORNILLOS GLC M5 X 25UN,25.30231,cables,,,
TV 32 SMART AOC HD S5295,302.41651,electro,,,
TV 32 SMART MOTOROLA HD  ANDROID E3A,256.93624,electro,,,
TV 32 SMART PHILIPS HD 32PHD6917/77,281.32016,electro,,,
TV 32 SMART RCA HD ANDROID C32AND-F,284.3016,electro,,,
TV 32 SMART SAMSUNG HD UN32T4300A,397.22364,electro,,,
TV 32 SMART TCL ANDROID TV L32S65A,312.785,electro,,,
TV 39 SMART RCA ANDROID DIGITAL HD C39AND,379.92064,electro,,,
TV 40 SMART TCL ANDROID TV-ME L40S66E,314.98115,electro,,,
TV 40 SMART TCL ANDROID TV-RV L40S66E,401.90876,electro,,,
TV 43 SMART AOC FULL HD S5295,433.18726,electro,,,
TV 43 SMART PHILIPS FULL HD ANDROID 43PFD6917,403.66568,electro,,,
TV 43 SMART SAMSUNG FULL HD UN43T5300,572.76923,electro,,,
TV 43 SMART SAMSUNG UHD  UN43AU7000G,717.70182,electro,,,
TV 50 SMART MOTOROLA 4K UHD ANDROID,578.985,electro,,,
TV 50 SMART MOTOROLA 4K UHD ANDROID G22,525.54535,electro,,,
TV 50 SMART PHILIPS 4K UHD ANDROID 50PUD7406,584.90795,electro,,,
TV 50 SMART RCA 4K AND50FXUHD-F ANDROID UHD,610.67611,electro,,,
TV 50 SMART SAMSUNG 4K UHD UN50AU7000G,793.19614,electro,,,
TV 50 SMART TCL 4K UHD GOOGLE TV-RV L50P725,599.12303,electro,,,
TV 50 SMART TCL 4K UHD GOOGLE TV-RV L50P735,501.76038,electro,,,
TV 55 QLED SMART SAMSUNG 4K QN55Q60A,1288.6742,electro,,,
TV 55 SMART MOTOROLA 4K UHD ANDROID G22,638.88,electro,,,
TV 55 SMART PHILIPS 4K UHD ANDROID 55PUD7406,685.38514,electro,,,
TV 55 SMART PHILIPS 4K UHD ANDROID 55PUD7906,845.21162,electro,,,
TV 55 SMART SAMSUNG 4K UHD UN55AU7000G,1157.66387,electro,,,
TV 55 SMART TCL 4K UHD GOOGLE TV-RV L55P725-F,798.6,electro,,,
TV 55 SMART TCL 4K UHD GOOGLE TV-RV L55P735-F,615.78715,electro,,,
TV 65 QLED SMART SAMSUNG 4K QN65Q700AAG,2159.4144,electro,,,
TV 65 QLED SMART SAMSUNG 4K THE FRAME QN65LS03A,2848.69937,electro,,,
TV 65 SMART PHILIPS 4K UHD ANDROID 65PUD7906,1087.21404,electro,,,
TV 65 SMART TCL 4K QLED GOOGLE TV-RV L65C725,1439.14375,electro,,,
TV 65 SMART TCL UHD GOOGLE L65P735,1112.38325,electro,,,
TV 70 SMART PHILIPS 4K UHD ANDROID 70PUD7906/77,1347.6375,electro,,,
TV 75 SMART PHILIPS 4K UHD ANDROID 75PUD8516,2238.91503,electro,,,
TV STICK XIAOMI MI TV ANDROID 9.0 HDMI  SINTRAFO,108.52974,electro,,,
TV STICK XIAOMI MI TV ANDROID 9.0 HDMI FHDSINTRAFO,107.95741,electro,,,
UBIQUITI AIRGRID 5M FEED 11X14 GRID REFLECTOR,144.535105,redes,,,
UBIQUITI AIRGRID M5 FEED 17X24 GRID REFLECTOR,36.525775,redes,,,
UBIQUITI GRID REFLECTOR 11X14 MOUNT.BRACKET,6.05319,redes,,,
UBIQUITI GRID REFLECTOR 17X24 MOUNT BRACKET,7.669805,redes,,,
UBIQUITI XR2 MINIPCI 802.11B/G 2.4GHZ 600MW,61.492145,redes,,,
UNIDAD DE FUSION 220V EPL5700 -28488-,66.44352,accesorios,,,
UNIDAD DE IMPRESION GTC XEROX 3052/3260/3215/3225,22.33418,impresion,,,
UNIDAD DE VENT GLC CON 2 TURBINAS,323.81899,cables,,,
UNIDAD DE VENT TECHO GABITEL 4 TURB (N),497.5278,electro,,,
Unidad reveladora en Magenta (700D3),66.13739,impresion,,,
UNIDAD VENTILACION GABITEL MURAL FAN 4`,124.8478,electro,,,
UNIDAD VENTILACION GABITEL MURAL FILTRO 4`,46.585,electro,,,
UNIDAD VENTILACION GABITEL REJILLA METALICA 4`,14.34818,electro,,,
"UNIT-HOUSING_BOTTOM;RISA,-,PC/ABS,-,BLAC",7.02559,accesorios,,,
UPGRADE CONTROLADORA RAID C105 8-Pack Enabler,26.996255,accesorios,,,
UPGRADE RAID 5 IBM M5100  1GB FLASH,536.339375,accesorios,,,
UPS APC BACK 1200VA 230V (TOMAS IRAM),370.058975,electro,,,
UPS APC BACK 1600VA 230V (TOMAS IRAM),420.016025,electro,,,
UPS APC BACK 2200VA 230V (TOMAS IRAM),579.3073,electro,,,
UPS APC BACK 550VA 230V (TOMAS IRAM),167.30142,electro,,,
UPS APC BACK EASY BV 1000VA,228.696325,electro,,,
UPS APC BACK EASY BV 500VA,132.914925,electro,,,
UPS APC BACK EASY BV 650VA,161.989685,electro,,,
UPS APC BACK EASY BV 800VA,203.997365,electro,,,
UPS APC BACK PRO 1200VA 230V (TOMAS IRAM),584.92291,electro,,,
UPS APC BACK PRO 1500VA 230V (TOMAS IRAM),729.03259,electro,,,
UPS APC BACK PRO 900VA 230V (TOMAS IRAM),401.759215,electro,,,
"UPS APC Easy UPS 3S de 20 kVA, 8Aut(3:3)",18702.351525,electro,,,
UPS APC ONLINE EASY SRV 10000VA/220V,4643.81775,electro,,,
UPS APC ONLINE EASY SRV 10000VA/230V RACK (2CAJAS),5369.045825,electro,,,
UPS APC ONLINE EASY SRV 1000VA/230V R-EXPA(4CAJAS),1090.583065,electro,,,
UPS APC ONLINE EASY SRV 1000VA/230V RACK (2CAJAS),929.650865,electro,,,
UPS APC ONLINE EASY SRV 1000VA/230V TORRE,601.35647,electro,,,
UPS APC ONLINE EASY SRV 2000VA/230V EXPAND (2CAJAS,1525.25802,electro,,,
UPS APC ONLINE EASY SRV 2000VA/230V RACK (2CAJAS),1922.106615,electro,,,
UPS APC ONLINE EASY SRV 3000VA/230V EXPAND (2CAJAS,2230.34526,electro,,,
UPS APC ONLINE EASY SRV 3000VA/230V R-EXP (4CAJAS),2705.9461,electro,,,
UPS APC ONLINE EASY SRV 3000VA/230V RACK (2CAJAS),2116.64739,electro,,,
UPS APC ONLINE EASY SRV 3000VA/230V TORRE,1425.842275,electro,,,
UPS APC ONLINE EASY SRV 6000VA/230V RACK  (4CAJAS),3976.471785,electro,,,
UPS APC ONLINE EASY SRV 6000VA/230V TOWER,3511.40933,electro,,,
UPS APC ONLINE SMART RTG 10000VA 230V,8146.827975,electro,,,
UPS APC ONLINE SMART RTG 6000VA 230V,4936.206275,electro,,,
UPS APC ONLINE SMART SRT 10000VA 230V,9882.148705,electro,,,
UPS APC ONLINE SMART SRT 2200VA 230V,2779.544625,electro,,,
UPS APC ONLINE SMART SRT 3000VA 230V,3655.27591,electro,,,
UPS APC ONLINE SMART SRT 5000VA 230V,4576.029315,electro,,,
UPS APC ONLINE SMART SRT 6000VA 230V,6432.30445,electro,,,
UPS TRV NEO 1200 4x220V USB+RJ45+SOFT,243.51327,electro,,,
UPS TRV NEO 1500 4x220V USB+RJ45+SOFT,302.75674,electro,,,
UPS TRV NEO 650  4x220V+ USB +SOFT,99.28204,electro,,,
UPS TRV NEO 650A 4X220 SIN USB,91.4056,electro,,,
UPS TRV NEO 850  4x220V+ USB +SOFT,122.83843,electro,,,
UPS TRV NEO 850A 4X220 SIN USB,114.86475,electro,,,
USB INTERFACE BOARD UB-U02II,107.851315,accesorios,,,
VENTILACION APC NETSHELTER SX ROOF FAN TRAY208-230,493.85424,electro,,,
VENTILADOR DE PARED IMDUSTRIAL 30 PULGADAS GRIS,406.47409,electro,,,
VENTILADOR DE PIE 20  PEABODY VP250 130 WATTS,143.10912,electro,,,
VENTILADOR DE PIE INDUSTRIAL 30 PULGADAS GRIS,406.47409,electro,,,
VGA (R) 128MB PCI-E MSI RX300 TD128E,27.749865,accesorios,,,
VGA 10GB RTX 3080 GIGABYTE VISION OC 10GD,1765.02755,vga,,,
VGA 12GB RTX 3080 EVGA FTW3 ULTRA,2304.41783,vga,,,
VGA 12GB RTX 3080 MSI VENTUS 3X 12G OC LHR,2201.7567,vga,,,
VGA 12GB RTX 3080 TI ZOTAC TRINITY,2690.837435,vga,,,
VGA 16GB RX 6800 GIGABYTE GAMING OC 16GD,1574.230515,vga,,,
VGA 16GB RX 6800 XT MSI GAMING Z TRIO 16G,1920.331985,vga,,,
VGA 16GB RX 6900 XT MSI GAMING Z TRIO 16G,2043.13395,vga,,,
VGA 24GB QUADRO RTX A5000 PNY GDDR6 4x DP 1.4A,4693.422305,vga,,,
VGA 24GB RTX 3090 COLORFUL BATLE AX (I),3107.42575,vga,,,
VGA 24GB RTX 3090 EVGA FTW3 ULTRA ICX3 ARGB,3157.69883,vga,,,
VGA 24GB RTX 3090 EVGA XC3 ULTRA ICX3 ARGB LED I,3064.49429,vga,,,
VGA 24GB RTX 3090 GAINWARD PHOENIX (I),3060.02125,vga,,,
VGA 24GB RTX 3090 GALAXY OC,3007.6332,vga,,,
VGA 24GB RTX 3090 INNO3D ICHILL (I),3031.35976,vga,,,
VGA 2GB GT 730K MSI 2GD3H LP V1,202.417215,vga,,,
VGA 6GB GTX 1660 TI GAINWARD GHOST GF (I),916.547775,vga,,,
VGA 6GB GTX 1660 TI GAINWARD PEGASUS 6GB (I),963.08927,vga,,,
VGA 6GB GTX 1660 TI GIGABYTE OC,850.254405,vga,,,
VGA 6GB GTX 1660 TI PALIT STORM X 6GB (I),963.08927,vga,,,
VGA 6GB GTX 1660 ZOTAC TWIN FAN (I),832.216385,vga,,,
VGA 6GB RTX 2060 MSI VENTUS GP OC 2X (I),1070.794725,vga,,,
VGA 6GB RTX 2060 ZOTAC GAMING DUAL FAN,1088.492405,vga,,,
VGA 8GB RTX 2080 SUPER ASUS STRIX ROG A8G EXPO,1448.48704,vga,,,
VGA 8GB RTX 3060 TI MSI GAMING X 8G LHR,1393.437045,vga,,,
VGA 8GB RTX 3060 TI MSI VENTUS 2X 8G OC V1 LHR,1319.364475,vga,,,
VGA 8GB RTX 3070 EVGA FTW3 ULTRA LHR,1499.87838,vga,,,
VGA 8GB RTX 3070 TI ASUS ROG STRIX O8G,1872.21034,vga,,,
VGA 8GB RTX 3070 TI GAINWARD PHOENIX 8GB,2013.536525,vga,,,
VGA 8GB RTX 3070 TI GIGABYTE GAMING OC 8GD (I),2109.244995,vga,,,
VGA 8GB RTX 3070 TI GIGABYTE VISION OC 1.0,1985.61649,vga,,,
VGA 8GB RTX 3070 TI IGAME ADVANCED OC 8G,2026.396515,vga,,,
VGA 8GB RTX 3070 TI IGAME ULTRA WHITE OC 8G,2067.22516,vga,,,
VGA 8GB RTX 3070 TI ZOTAC TRINITY (I),2156.97768,vga,,,
VGA 8GB RX 580 AFOX 2048SP EDITION GDDR5 DUAL FAN,900.87998,vga,,,
VGA 8GB RX 6600 GIGABYTE EAGLE 8GD,1146.77563,vga,,,
VGA 8GB RX 6600 XT ASUS ROG STRIX O8G,1353.87252,vga,,,
VGA EVGA NVLINK SLI PARA RTX 3090 4-SLOT SPACING,71.289075,vga,,,
VIDEO BLASTER MOVIEMAKER,248.76423,accesorios,,,
"WASTE TONER SAMSUNG CLT-W504 P/ CLP-415, CLX-4195",24.91632,impresion,,,
WASTE TONER SAMSUNG CLX-W8380A  P/CLX-8385NX,25.78147,impresion,,,
WEBCAM E-VIEW 1080P HD/USB/MICROFONO,24.14434,webcams,,,
WEBCAM GENIUS F100 V2 1080P GRAN ANGULAR MIC BLACK,79.78014,webcams,,,
WEBCAM GENIUS FACECAM 1000X V2 720P 30FPS BLACK,39.22457,webcams,,,
WEBCAM GENIUS FACECAM 2022AF FHD 1080P (AUTOFOCO),77.62392,webcams,,,
WEBCAM GENIUS FACECAM QUIET 1080P NOICE REDUCTION,83.10764,webcams,,,
WEBCAM LOOSAFE LS-F36-2  1080P C/MIC,27.05923,camaras,,,
WEBCAM VIDLOK  BY XIAOMI 1080P USB BLACK,37.64068,webcams,,,
WIN 10 PRO GET GENUINE KIT 64B 1PK SPA  DVD,429.1144,accesorios,,,
WIN 11 HOME 64B OEM 1PK SPANISH FISICO (S/DVD),273.14782,accesorios,,,
WIN 11 PRO 64B OEM 1PK SPANISH FISICO (S/DVD),366.98332,accesorios,,,
WIN SERVER CAL 2022 64B 1PK OEM DEVICE X 5,393.1774,accesorios,,,
WIN SERVER CAL HPE 2022 5DEV CAL WW LTU,249.5625,accesorios,,,
WIN SERVER ESSEN 2019 64B SPA 1PK S/DVD OEM 1-2CPU,864.19168,accesorios,,,
WIN SERVER HPE 2022 Essentials ROK AMS SW,474.16875,accesorios,,,
WIN SERVER STD 2019 64B SPA 1PK OEM 16 CORE S/DVD,1901.70618,accesorios,,,
WIN SERVER STD 2022 SPA 1PK OEM 16 CORE S/DVD,2090.70818,accesorios,,,
x3250 M5 HS 2.5in HDD 4 to 8 Upgrade Kit,123.069375,accesorios,,,
ZAPATILLA 5 TOMAS TRV CABLE 1.5M BLANCA,11.4466,cables,,,
ZIP IOMEGA 100 MB EXT PAR  (R),68.35972,accesorios,,,
ZIP IOMEGA 100 MB INT SCSI (R),37.935755,accesorios,,,
ZIP IOMEGA 100 MB INT. OEM  (R),29.36648,accesorios,,,
ZIP IOMEGA 100 MB USB EXT. (R),55.20801,accesorios,,,
ZIP IOMEGA 250 MB EXT USB (R),46.38348,accesorios,,,
